adc,lut_index,lut_value,ratio,gene_samples,gene_ms,mode
1038,814,0.653879523,0.279571703,134194.417,2795.71703,gene
1039,814,0.653879523,0.279571703,134194.417,2795.71703,gene
1040,813,0.65255177,0.277872083,133378.6,2778.72083,gene
1041,813,0.65255177,0.277872083,133378.6,2778.72083,gene
1042,813,0.65255177,0.277872083,133378.6,2778.72083,gene
1043,813,0.65255177,0.277872083,133378.6,2778.72083,gene
1044,812,0.65122664,0.276182702,132567.697,2761.82702,gene
1045,812,0.65122664,0.276182702,132567.697,2761.82702,gene
1046,812,0.65122664,0.276182702,132567.697,2761.82702,gene
1047,812,0.65122664,0.276182702,132567.697,2761.82702,gene
1048,811,0.649904251,0.274503656,131761.755,2745.03656,gene
1049,811,0.649904251,0.274503656,131761.755,2745.03656,gene
1050,811,0.649904251,0.274503656,131761.755,2745.03656,gene
1051,811,0.649904251,0.274503656,131761.755,2745.03656,gene
1052,810,0.648584545,0.272834814,130960.711,2728.34814,gene
1053,810,0.648584545,0.272834814,130960.711,2728.34814,gene
1054,810,0.648584545,0.272834814,130960.711,2728.34814,gene
1055,810,0.648584545,0.272834814,130960.711,2728.34814,gene
1056,809,0.64726752,0.271176121,130164.538,2711.76121,gene
1057,809,0.64726752,0.271176121,130164.538,2711.76121,gene
1058,809,0.64726752,0.271176121,130164.538,2711.76121,gene
1059,809,0.64726752,0.271176121,130164.538,2711.76121,gene
1060,808,0.645953178,0.269527522,129373.211,2695.27522,gene
1061,808,0.645953178,0.269527522,129373.211,2695.27522,gene
1062,808,0.645953178,0.269527522,129373.211,2695.27522,gene
1063,808,0.645953178,0.269527522,129373.211,2695.27522,gene
1064,807,0.644641459,0.267888888,128586.666,2678.88888,gene
1065,807,0.644641459,0.267888888,128586.666,2678.88888,gene
1066,807,0.644641459,0.267888888,128586.666,2678.88888,gene
1067,807,0.644641459,0.267888888,128586.666,2678.88888,gene
1068,806,0.643332422,0.266260239,127804.915,2662.60239,gene
1069,806,0.643332422,0.266260239,127804.915,2662.60239,gene
1070,806,0.643332422,0.266260239,127804.915,2662.60239,gene
1071,806,0.643332422,0.266260239,127804.915,2662.60239,gene
1072,805,0.642026067,0.264641521,127027.93,2646.41521,gene
1073,805,0.642026067,0.264641521,127027.93,2646.41521,gene
1074,805,0.642026067,0.264641521,127027.93,2646.41521,gene
1075,805,0.642026067,0.264641521,127027.93,2646.41521,gene
1076,804,0.640722394,0.26303268,126255.686,2630.3268,gene
1077,804,0.640722394,0.26303268,126255.686,2630.3268,gene
1078,804,0.640722394,0.26303268,126255.686,2630.3268,gene
1079,804,0.640722394,0.26303268,126255.686,2630.3268,gene
1080,803,0.639421284,0.261433517,125488.088,2614.33517,gene
1081,803,0.639421284,0.261433517,125488.088,2614.33517,gene
1082,803,0.639421284,0.261433517,125488.088,2614.33517,gene
1083,803,0.639421284,0.261433517,125488.088,2614.33517,gene
1084,802,0.638122857,0.259844125,124725.18,2598.44125,gene
1085,802,0.638122857,0.259844125,124725.18,2598.44125,gene
1086,802,0.638122857,0.259844125,124725.18,2598.44125,gene
1087,802,0.638122857,0.259844125,124725.18,2598.44125,gene
1088,801,0.636827111,0.258264451,123966.937,2582.64451,gene
1089,801,0.636827111,0.258264451,123966.937,2582.64451,gene
1090,801,0.636827111,0.258264451,123966.937,2582.64451,gene
1091,801,0.636827111,0.258264451,123966.937,2582.64451,gene
1092,800,0.635533929,0.256694299,123213.263,2566.94299,gene
1093,800,0.635533929,0.256694299,123213.263,2566.94299,gene
1094,800,0.635533929,0.256694299,123213.263,2566.94299,gene
1095,800,0.635533929,0.256694299,123213.263,2566.94299,gene
1096,799,0.634243429,0.25513376,122464.205,2551.3376,gene
1097,799,0.634243429,0.25513376,122464.205,2551.3376,gene
1098,799,0.634243429,0.25513376,122464.205,2551.3376,gene
1099,799,0.634243429,0.25513376,122464.205,2551.3376,gene
1100,798,0.632955492,0.253582639,121719.667,2535.82639,gene
1101,798,0.632955492,0.253582639,121719.667,2535.82639,gene
1102,798,0.632955492,0.253582639,121719.667,2535.82639,gene
1103,798,0.632955492,0.253582639,121719.667,2535.82639,gene
1104,797,0.631670177,0.252040957,120979.659,2520.40957,gene
1105,797,0.631670177,0.252040957,120979.659,2520.40957,gene
1106,797,0.631670177,0.252040957,120979.659,2520.40957,gene
1107,797,0.631670177,0.252040957,120979.659,2520.40957,gene
1108,796,0.630387485,0.250508662,120244.158,2505.08662,gene
1109,796,0.630387485,0.250508662,120244.158,2505.08662,gene
1110,796,0.630387485,0.250508662,120244.158,2505.08662,gene
1111,796,0.630387485,0.250508662,120244.158,2505.08662,gene
1112,795,0.629107416,0.248985705,119513.138,2489.85705,gene
1113,795,0.629107416,0.248985705,119513.138,2489.85705,gene
1114,795,0.629107416,0.248985705,119513.138,2489.85705,gene
1115,795,0.629107416,0.248985705,119513.138,2489.85705,gene
1116,794,0.627829969,0.247472034,118786.576,2474.72034,gene
1117,794,0.627829969,0.247472034,118786.576,2474.72034,gene
1118,794,0.627829969,0.247472034,118786.576,2474.72034,gene
1119,794,0.627829969,0.247472034,118786.576,2474.72034,gene
1120,793,0.626555085,0.245967529,118064.414,2459.67529,gene
1121,793,0.626555085,0.245967529,118064.414,2459.67529,gene
1122,793,0.626555085,0.245967529,118064.414,2459.67529,gene
1123,793,0.626555085,0.245967529,118064.414,2459.67529,gene
1124,792,0.625282764,0.24447214,117346.627,2444.7214,gene
1125,792,0.625282764,0.24447214,117346.627,2444.7214,gene
1126,792,0.625282764,0.24447214,117346.627,2444.7214,gene
1127,792,0.625282764,0.24447214,117346.627,2444.7214,gene
1128,791,0.624013066,0.242985887,116633.226,2429.85887,gene
1129,791,0.624013066,0.242985887,116633.226,2429.85887,gene
1130,791,0.624013066,0.242985887,116633.226,2429.85887,gene
1131,791,0.624013066,0.242985887,116633.226,2429.85887,gene
1132,790,0.622745931,0.241508653,115924.154,2415.08653,gene
1133,790,0.622745931,0.241508653,115924.154,2415.08653,gene
1134,790,0.622745931,0.241508653,115924.154,2415.08653,gene
1135,790,0.622745931,0.241508653,115924.154,2415.08653,gene
1136,789,0.621481359,0.240040388,115219.386,2400.40388,gene
1137,789,0.621481359,0.240040388,115219.386,2400.40388,gene
1138,789,0.621481359,0.240040388,115219.386,2400.40388,gene
1139,789,0.621481359,0.240040388,115219.386,2400.40388,gene
1140,788,0.62021935,0.238581044,114518.901,2385.81044,gene
1141,788,0.62021935,0.238581044,114518.901,2385.81044,gene
1142,788,0.62021935,0.238581044,114518.901,2385.81044,gene
1143,788,0.62021935,0.238581044,114518.901,2385.81044,gene
1144,787,0.618959904,0.237130572,113822.675,2371.30572,gene
1145,787,0.618959904,0.237130572,113822.675,2371.30572,gene
1146,787,0.618959904,0.237130572,113822.675,2371.30572,gene
1147,787,0.618959904,0.237130572,113822.675,2371.30572,gene
1148,786,0.617703021,0.235688925,113130.684,2356.88925,gene
1149,786,0.617703021,0.235688925,113130.684,2356.88925,gene
1150,786,0.617703021,0.235688925,113130.684,2356.88925,gene
1151,786,0.617703021,0.235688925,113130.684,2356.88925,gene
1152,785,0.6164487,0.234256054,112442.906,2342.56054,gene
1153,785,0.6164487,0.234256054,112442.906,2342.56054,gene
1154,785,0.6164487,0.234256054,112442.906,2342.56054,gene
1155,785,0.6164487,0.234256054,112442.906,2342.56054,gene
1156,784,0.615196943,0.232831913,111759.318,2328.31913,gene
1157,784,0.615196943,0.232831913,111759.318,2328.31913,gene
1158,784,0.615196943,0.232831913,111759.318,2328.31913,gene
1159,784,0.615196943,0.232831913,111759.318,2328.31913,gene
1160,783,0.61394769,0.231416387,111079.866,2314.16387,gene
1161,783,0.61394769,0.231416387,111079.866,2314.16387,gene
1162,783,0.61394769,0.231416387,111079.866,2314.16387,gene
1163,783,0.61394769,0.231416387,111079.866,2314.16387,gene
1164,782,0.612700999,0.230009495,110404.558,2300.09495,gene
1165,782,0.612700999,0.230009495,110404.558,2300.09495,gene
1166,782,0.612700999,0.230009495,110404.558,2300.09495,gene
1167,782,0.612700999,0.230009495,110404.558,2300.09495,gene
1168,781,0.611456871,0.228611192,109733.372,2286.11192,gene
1169,781,0.611456871,0.228611192,109733.372,2286.11192,gene
1170,781,0.611456871,0.228611192,109733.372,2286.11192,gene
1171,781,0.611456871,0.228611192,109733.372,2286.11192,gene
1172,780,0.610215187,0.227221298,109066.223,2272.21298,gene
1173,780,0.610215187,0.227221298,109066.223,2272.21298,gene
1174,780,0.610215187,0.227221298,109066.223,2272.21298,gene
1175,780,0.610215187,0.227221298,109066.223,2272.21298,gene
1176,779,0.608976066,0.2258399,108403.152,2258.399,gene
1177,779,0.608976066,0.2258399,108403.152,2258.399,gene
1178,779,0.608976066,0.2258399,108403.152,2258.399,gene
1179,779,0.608976066,0.2258399,108403.152,2258.399,gene
1180,778,0.607739508,0.224466952,107744.137,2244.66952,gene
1181,778,0.607739508,0.224466952,107744.137,2244.66952,gene
1182,778,0.607739508,0.224466952,107744.137,2244.66952,gene
1183,778,0.607739508,0.224466952,107744.137,2244.66952,gene
1184,777,0.606505394,0.223102277,107089.093,2231.02277,gene
1185,777,0.606505394,0.223102277,107089.093,2231.02277,gene
1186,777,0.606505394,0.223102277,107089.093,2231.02277,gene
1187,777,0.606505394,0.223102277,107089.093,2231.02277,gene
1188,776,0.605273783,0.221745896,106438.03,2217.45896,gene
1189,776,0.605273783,0.221745896,106438.03,2217.45896,gene
1190,776,0.605273783,0.221745896,106438.03,2217.45896,gene
1191,776,0.605273783,0.221745896,106438.03,2217.45896,gene
1192,775,0.604044735,0.220397828,105790.958,2203.97828,gene
1193,775,0.604044735,0.220397828,105790.958,2203.97828,gene
1194,775,0.604044735,0.220397828,105790.958,2203.97828,gene
1195,775,0.604044735,0.220397828,105790.958,2203.97828,gene
1196,774,0.602818131,0.2190579,105147.792,2190.579,gene
1197,774,0.602818131,0.2190579,105147.792,2190.579,gene
1198,774,0.602818131,0.2190579,105147.792,2190.579,gene
1199,774,0.602818131,0.2190579,105147.792,2190.579,gene
1200,773,0.601594031,0.217726131,104508.543,2177.26131,gene
1201,773,0.601594031,0.217726131,104508.543,2177.26131,gene
1202,773,0.601594031,0.217726131,104508.543,2177.26131,gene
1203,773,0.601594031,0.217726131,104508.543,2177.26131,gene
1204,772,0.600372434,0.216402478,103873.189,2164.02478,gene
1205,772,0.600372434,0.216402478,103873.189,2164.02478,gene
1206,772,0.600372434,0.216402478,103873.189,2164.02478,gene
1207,772,0.600372434,0.216402478,103873.189,2164.02478,gene
1208,771,0.59915328,0.215086833,103241.68,2150.86833,gene
1209,771,0.59915328,0.215086833,103241.68,2150.86833,gene
1210,771,0.59915328,0.215086833,103241.68,2150.86833,gene
1211,771,0.59915328,0.215086833,103241.68,2150.86833,gene
1212,770,0.59793663,0.213779215,102614.023,2137.79215,gene
1213,770,0.59793663,0.213779215,102614.023,2137.79215,gene
1214,770,0.59793663,0.213779215,102614.023,2137.79215,gene
1215,770,0.59793663,0.213779215,102614.023,2137.79215,gene
1216,769,0.596722424,0.212479519,101990.169,2124.79519,gene
1217,769,0.596722424,0.212479519,101990.169,2124.79519,gene
1218,769,0.596722424,0.212479519,101990.169,2124.79519,gene
1219,769,0.596722424,0.212479519,101990.169,2124.79519,gene
1220,768,0.595510721,0.211187765,101370.127,2111.87765,gene
1221,768,0.595510721,0.211187765,101370.127,2111.87765,gene
1222,768,0.595510721,0.211187765,101370.127,2111.87765,gene
1223,768,0.595510721,0.211187765,101370.127,2111.87765,gene
1224,767,0.594301462,0.209903846,100753.846,2099.03846,gene
1225,767,0.594301462,0.209903846,100753.846,2099.03846,gene
1226,767,0.594301462,0.209903846,100753.846,2099.03846,gene
1227,767,0.594301462,0.209903846,100753.846,2099.03846,gene
1228,766,0.593094647,0.20862772,100141.306,2086.2772,gene
1229,766,0.593094647,0.20862772,100141.306,2086.2772,gene
1230,766,0.593094647,0.20862772,100141.306,2086.2772,gene
1231,766,0.593094647,0.20862772,100141.306,2086.2772,gene
1232,765,0.591890335,0.207359409,99532.5161,2073.59409,gene
1233,765,0.591890335,0.207359409,99532.5161,2073.59409,gene
1234,765,0.591890335,0.207359409,99532.5161,2073.59409,gene
1235,765,0.591890335,0.207359409,99532.5161,2073.59409,gene
1236,764,0.590688407,0.206098743,98927.3966,2060.98743,gene
1237,764,0.590688407,0.206098743,98927.3966,2060.98743,gene
1238,764,0.590688407,0.206098743,98927.3966,2060.98743,gene
1239,764,0.590688407,0.206098743,98927.3966,2060.98743,gene
1240,763,0.589488924,0.204845745,98325.9576,2048.45745,gene
1241,763,0.589488924,0.204845745,98325.9576,2048.45745,gene
1242,763,0.589488924,0.204845745,98325.9576,2048.45745,gene
1243,763,0.589488924,0.204845745,98325.9576,2048.45745,gene
1244,762,0.588291883,0.203600373,97728.1791,2036.00373,gene
1245,762,0.588291883,0.203600373,97728.1791,2036.00373,gene
1246,762,0.588291883,0.203600373,97728.1791,2036.00373,gene
1247,762,0.588291883,0.203600373,97728.1791,2036.00373,gene
1248,761,0.587097287,0.202362586,97134.0413,2023.62586,gene
1249,761,0.587097287,0.202362586,97134.0413,2023.62586,gene
1250,761,0.587097287,0.202362586,97134.0413,2023.62586,gene
1251,761,0.587097287,0.202362586,97134.0413,2023.62586,gene
1252,760,0.585905135,0.201132343,96543.5245,2011.32343,gene
1253,760,0.585905135,0.201132343,96543.5245,2011.32343,gene
1254,760,0.585905135,0.201132343,96543.5245,2011.32343,gene
1255,760,0.585905135,0.201132343,96543.5245,2011.32343,gene
1256,759,0.584715366,0.199909541,95956.5796,1999.09541,gene
1257,759,0.584715366,0.199909541,95956.5796,1999.09541,gene
1258,759,0.584715366,0.199909541,95956.5796,1999.09541,gene
1259,759,0.584715366,0.199909541,95956.5796,1999.09541,gene
1260,758,0.583528042,0.198694202,95373.2168,1986.94202,gene
1261,758,0.583528042,0.198694202,95373.2168,1986.94202,gene
1262,758,0.583528042,0.198694202,95373.2168,1986.94202,gene
1263,758,0.583528042,0.198694202,95373.2168,1986.94202,gene
1264,757,0.582343102,0.197486224,94793.3874,1974.86224,gene
1265,757,0.582343102,0.197486224,94793.3874,1974.86224,gene
1266,757,0.582343102,0.197486224,94793.3874,1974.86224,gene
1267,757,0.582343102,0.197486224,94793.3874,1974.86224,gene
1268,756,0.581160605,0.196285628,94217.1014,1962.85628,gene
1269,756,0.581160605,0.196285628,94217.1014,1962.85628,gene
1270,756,0.581160605,0.196285628,94217.1014,1962.85628,gene
1271,756,0.581160605,0.196285628,94217.1014,1962.85628,gene
1272,755,0.579980493,0.195092314,93644.3106,1950.92314,gene
1273,755,0.579980493,0.195092314,93644.3106,1950.92314,gene
1274,755,0.579980493,0.195092314,93644.3106,1950.92314,gene
1275,755,0.579980493,0.195092314,93644.3106,1950.92314,gene
1276,754,0.578802764,0.193906242,93074.9963,1939.06242,gene
1277,754,0.578802764,0.193906242,93074.9963,1939.06242,gene
1278,754,0.578802764,0.193906242,93074.9963,1939.06242,gene
1279,754,0.578802764,0.193906242,93074.9963,1939.06242,gene
1280,753,0.57762742,0.192727374,92509.1395,1927.27374,gene
1281,753,0.57762742,0.192727374,92509.1395,1927.27374,gene
1282,753,0.57762742,0.192727374,92509.1395,1927.27374,gene
1283,753,0.57762742,0.192727374,92509.1395,1927.27374,gene
1284,752,0.576454461,0.19155567,91946.7218,1915.5567,gene
1285,752,0.576454461,0.19155567,91946.7218,1915.5567,gene
1286,752,0.576454461,0.19155567,91946.7218,1915.5567,gene
1287,752,0.576454461,0.19155567,91946.7218,1915.5567,gene
1288,751,0.575283945,0.190391152,91387.7528,1903.91152,gene
1289,751,0.575283945,0.190391152,91387.7528,1903.91152,gene
1290,751,0.575283945,0.190391152,91387.7528,1903.91152,gene
1291,751,0.575283945,0.190391152,91387.7528,1903.91152,gene
1292,750,0.574115753,0.189233661,90832.1572,1892.33661,gene
1293,750,0.574115753,0.189233661,90832.1572,1892.33661,gene
1294,750,0.574115753,0.189233661,90832.1572,1892.33661,gene
1295,750,0.574115753,0.189233661,90832.1572,1892.33661,gene
1296,749,0.572949946,0.188083219,90279.945,1880.83219,gene
1297,749,0.572949946,0.188083219,90279.945,1880.83219,gene
1298,749,0.572949946,0.188083219,90279.945,1880.83219,gene
1299,749,0.572949946,0.188083219,90279.945,1880.83219,gene
1300,748,0.571786463,0.186939729,89731.0698,1869.39729,gene
1301,748,0.571786463,0.186939729,89731.0698,1869.39729,gene
1302,748,0.571786463,0.186939729,89731.0698,1869.39729,gene
1303,748,0.571786463,0.186939729,89731.0698,1869.39729,gene
1304,747,0.570625365,0.185803212,89185.5418,1858.03212,gene
1305,747,0.570625365,0.185803212,89185.5418,1858.03212,gene
1306,747,0.570625365,0.185803212,89185.5418,1858.03212,gene
1307,747,0.570625365,0.185803212,89185.5418,1858.03212,gene
1308,746,0.56946665,0.184673631,88643.3426,1846.73631,gene
1309,746,0.56946665,0.184673631,88643.3426,1846.73631,gene
1310,746,0.56946665,0.184673631,88643.3426,1846.73631,gene
1311,746,0.56946665,0.184673631,88643.3426,1846.73631,gene
1312,745,0.568310261,0.183550889,88104.4266,1835.50889,gene
1313,745,0.568310261,0.183550889,88104.4266,1835.50889,gene
1314,745,0.568310261,0.183550889,88104.4266,1835.50889,gene
1315,745,0.568310261,0.183550889,88104.4266,1835.50889,gene
1316,744,0.567156255,0.182435008,87568.8036,1824.35008,gene
1317,744,0.567156255,0.182435008,87568.8036,1824.35008,gene
1318,744,0.567156255,0.182435008,87568.8036,1824.35008,gene
1319,744,0.567156255,0.182435008,87568.8036,1824.35008,gene
1320,743,0.566004574,0.181325892,87036.4283,1813.25892,gene
1321,743,0.566004574,0.181325892,87036.4283,1813.25892,gene
1322,743,0.566004574,0.181325892,87036.4283,1813.25892,gene
1323,743,0.566004574,0.181325892,87036.4283,1813.25892,gene
1324,742,0.564855218,0.180223506,86507.2831,1802.23506,gene
1325,742,0.564855218,0.180223506,86507.2831,1802.23506,gene
1326,742,0.564855218,0.180223506,86507.2831,1802.23506,gene
1327,742,0.564855218,0.180223506,86507.2831,1802.23506,gene
1328,741,0.563708246,0.17912787,85981.3778,1791.2787,gene
1329,741,0.563708246,0.17912787,85981.3778,1791.2787,gene
1330,741,0.563708246,0.17912787,85981.3778,1791.2787,gene
1331,741,0.563708246,0.17912787,85981.3778,1791.2787,gene
1332,740,0.562563539,0.178038834,85458.6405,1780.38834,gene
1333,740,0.562563539,0.178038834,85458.6405,1780.38834,gene
1334,740,0.562563539,0.178038834,85458.6405,1780.38834,gene
1335,740,0.562563539,0.178038834,85458.6405,1780.38834,gene
1336,739,0.561421216,0.176956476,84939.1084,1769.56476,gene
1337,739,0.561421216,0.176956476,84939.1084,1769.56476,gene
1338,739,0.561421216,0.176956476,84939.1084,1769.56476,gene
1339,739,0.561421216,0.176956476,84939.1084,1769.56476,gene
1340,738,0.560281157,0.175880646,84422.71,1758.80646,gene
1341,738,0.560281157,0.175880646,84422.71,1758.80646,gene
1342,738,0.560281157,0.175880646,84422.71,1758.80646,gene
1343,738,0.560281157,0.175880646,84422.71,1758.80646,gene
1344,737,0.559143424,0.174811365,83909.4554,1748.11365,gene
1345,737,0.559143424,0.174811365,83909.4554,1748.11365,gene
1346,737,0.559143424,0.174811365,83909.4554,1748.11365,gene
1347,737,0.559143424,0.174811365,83909.4554,1748.11365,gene
1348,736,0.558008015,0.173748599,83399.3275,1737.48599,gene
1349,736,0.558008015,0.173748599,83399.3275,1737.48599,gene
1350,736,0.558008015,0.173748599,83399.3275,1737.48599,gene
1351,736,0.558008015,0.173748599,83399.3275,1737.48599,gene
1352,735,0.556874931,0.172692311,82892.3095,1726.92311,gene
1353,735,0.556874931,0.172692311,82892.3095,1726.92311,gene
1354,735,0.556874931,0.172692311,82892.3095,1726.92311,gene
1355,735,0.556874931,0.172692311,82892.3095,1726.92311,gene
1356,734,0.555744112,0.171642412,82388.3579,1716.42412,gene
1357,734,0.555744112,0.171642412,82388.3579,1716.42412,gene
1358,734,0.555744112,0.171642412,82388.3579,1716.42412,gene
1359,734,0.555744112,0.171642412,82388.3579,1716.42412,gene
1360,733,0.554615617,0.170598922,81887.4826,1705.98922,gene
1361,733,0.554615617,0.170598922,81887.4826,1705.98922,gene
1362,733,0.554615617,0.170598922,81887.4826,1705.98922,gene
1363,733,0.554615617,0.170598922,81887.4826,1705.98922,gene
1364,732,0.553489387,0.169561751,81389.6406,1695.61751,gene
1365,732,0.553489387,0.169561751,81389.6406,1695.61751,gene
1366,732,0.553489387,0.169561751,81389.6406,1695.61751,gene
1367,732,0.553489387,0.169561751,81389.6406,1695.61751,gene
1368,731,0.552365482,0.168530921,80894.8419,1685.30921,gene
1369,731,0.552365482,0.168530921,80894.8419,1685.30921,gene
1370,731,0.552365482,0.168530921,80894.8419,1685.30921,gene
1371,731,0.552365482,0.168530921,80894.8419,1685.30921,gene
1372,730,0.551243842,0.167506341,80403.0437,1675.06341,gene
1373,730,0.551243842,0.167506341,80403.0437,1675.06341,gene
1374,730,0.551243842,0.167506341,80403.0437,1675.06341,gene
1375,730,0.551243842,0.167506341,80403.0437,1675.06341,gene
1376,729,0.550124466,0.166487979,79914.2298,1664.87979,gene
1377,729,0.550124466,0.166487979,79914.2298,1664.87979,gene
1378,729,0.550124466,0.166487979,79914.2298,1664.87979,gene
1379,729,0.550124466,0.166487979,79914.2298,1664.87979,gene
1380,728,0.549007356,0.165475801,79428.3843,1654.75801,gene
1381,728,0.549007356,0.165475801,79428.3843,1654.75801,gene
1382,728,0.549007356,0.165475801,79428.3843,1654.75801,gene
1383,728,0.549007356,0.165475801,79428.3843,1654.75801,gene
1384,727,0.547892511,0.164469773,78945.4909,1644.69773,gene
1385,727,0.547892511,0.164469773,78945.4909,1644.69773,gene
1386,727,0.547892511,0.164469773,78945.4909,1644.69773,gene
1387,727,0.547892511,0.164469773,78945.4909,1644.69773,gene
1388,726,0.546779931,0.163469862,78465.5339,1634.69862,gene
1389,726,0.546779931,0.163469862,78465.5339,1634.69862,gene
1390,726,0.546779931,0.163469862,78465.5339,1634.69862,gene
1391,726,0.546779931,0.163469862,78465.5339,1634.69862,gene
1392,725,0.545669675,0.162476089,77988.5228,1624.76089,gene
1393,725,0.545669675,0.162476089,77988.5228,1624.76089,gene
1394,725,0.545669675,0.162476089,77988.5228,1624.76089,gene
1395,725,0.545669675,0.162476089,77988.5228,1624.76089,gene
1396,724,0.544561625,0.161488314,77514.3906,1614.88314,gene
1397,724,0.544561625,0.161488314,77514.3906,1614.88314,gene
1398,724,0.544561625,0.161488314,77514.3906,1614.88314,gene
1399,724,0.544561625,0.161488314,77514.3906,1614.88314,gene
1400,723,0.54345578,0.160506504,77043.1219,1605.06504,gene
1401,723,0.54345578,0.160506504,77043.1219,1605.06504,gene
1402,723,0.54345578,0.160506504,77043.1219,1605.06504,gene
1403,723,0.54345578,0.160506504,77043.1219,1605.06504,gene
1404,722,0.542352259,0.159530733,76574.7518,1595.30733,gene
1405,722,0.542352259,0.159530733,76574.7518,1595.30733,gene
1406,722,0.542352259,0.159530733,76574.7518,1595.30733,gene
1407,722,0.542352259,0.159530733,76574.7518,1595.30733,gene
1408,721,0.541250944,0.158560863,76109.2142,1585.60863,gene
1409,721,0.541250944,0.158560863,76109.2142,1585.60863,gene
1410,721,0.541250944,0.158560863,76109.2142,1585.60863,gene
1411,721,0.541250944,0.158560863,76109.2142,1585.60863,gene
1412,720,0.540151834,0.157596862,75646.4938,1575.96862,gene
1413,720,0.540151834,0.157596862,75646.4938,1575.96862,gene
1414,720,0.540151834,0.157596862,75646.4938,1575.96862,gene
1415,720,0.540151834,0.157596862,75646.4938,1575.96862,gene
1416,719,0.53905499,0.156638751,75186.6005,1566.38751,gene
1417,719,0.53905499,0.156638751,75186.6005,1566.38751,gene
1418,719,0.53905499,0.156638751,75186.6005,1566.38751,gene
1419,719,0.53905499,0.156638751,75186.6005,1566.38751,gene
1420,718,0.53796041,0.155686497,74729.5187,1556.86497,gene
1421,718,0.53796041,0.155686497,74729.5187,1556.86497,gene
1422,718,0.53796041,0.155686497,74729.5187,1556.86497,gene
1423,718,0.53796041,0.155686497,74729.5187,1556.86497,gene
1424,717,0.536867976,0.154739966,74275.1839,1547.39966,gene
1425,717,0.536867976,0.154739966,74275.1839,1547.39966,gene
1426,717,0.536867976,0.154739966,74275.1839,1547.39966,gene
1427,717,0.536867976,0.154739966,74275.1839,1547.39966,gene
1428,716,0.535777807,0.15379923,73823.6304,1537.9923,gene
1429,716,0.535777807,0.15379923,73823.6304,1537.9923,gene
1430,716,0.535777807,0.15379923,73823.6304,1537.9923,gene
1431,716,0.535777807,0.15379923,73823.6304,1537.9923,gene
1432,715,0.534689844,0.152864206,73374.8188,1528.64206,gene
1433,715,0.534689844,0.152864206,73374.8188,1528.64206,gene
1434,715,0.534689844,0.152864206,73374.8188,1528.64206,gene
1435,715,0.534689844,0.152864206,73374.8188,1528.64206,gene
1436,714,0.533604085,0.151934863,72928.7342,1519.34863,gene
1437,714,0.533604085,0.151934863,72928.7342,1519.34863,gene
1438,714,0.533604085,0.151934863,72928.7342,1519.34863,gene
1439,714,0.533604085,0.151934863,72928.7342,1519.34863,gene
1440,713,0.532520533,0.15101117,72485.3617,1510.1117,gene
1441,713,0.532520533,0.15101117,72485.3617,1510.1117,gene
1442,713,0.532520533,0.15101117,72485.3617,1510.1117,gene
1443,713,0.532520533,0.15101117,72485.3617,1510.1117,gene
1444,712,0.531439185,0.150093098,72044.6868,1500.93098,gene
1445,712,0.531439185,0.150093098,72044.6868,1500.93098,gene
1446,712,0.531439185,0.150093098,72044.6868,1500.93098,gene
1447,712,0.531439185,0.150093098,72044.6868,1500.93098,gene
1448,711,0.530360043,0.149180614,71606.6949,1491.80614,gene
1449,711,0.530360043,0.149180614,71606.6949,1491.80614,gene
1450,711,0.530360043,0.149180614,71606.6949,1491.80614,gene
1451,711,0.530360043,0.149180614,71606.6949,1491.80614,gene
1452,710,0.529283106,0.14827369,71171.3714,1482.7369,gene
1453,710,0.529283106,0.14827369,71171.3714,1482.7369,gene
1454,710,0.529283106,0.14827369,71171.3714,1482.7369,gene
1455,710,0.529283106,0.14827369,71171.3714,1482.7369,gene
1456,709,0.528208315,0.147372246,70738.6779,1473.72246,gene
1457,709,0.528208315,0.147372246,70738.6779,1473.72246,gene
1458,709,0.528208315,0.147372246,70738.6779,1473.72246,gene
1459,709,0.528208315,0.147372246,70738.6779,1473.72246,gene
1460,708,0.52713573,0.1464763,70308.6242,1464.763,gene
1461,708,0.52713573,0.1464763,70308.6242,1464.763,gene
1462,708,0.52713573,0.1464763,70308.6242,1464.763,gene
1463,708,0.52713573,0.1464763,70308.6242,1464.763,gene
1464,707,0.52606529,0.145585775,69881.1721,1455.85775,gene
1465,707,0.52606529,0.145585775,69881.1721,1455.85775,gene
1466,707,0.52606529,0.145585775,69881.1721,1455.85775,gene
1467,707,0.52606529,0.145585775,69881.1721,1455.85775,gene
1468,706,0.524997056,0.14470069,69456.3313,1447.0069,gene
1469,706,0.524997056,0.14470069,69456.3313,1447.0069,gene
1470,706,0.524997056,0.14470069,69456.3313,1447.0069,gene
1471,706,0.524997056,0.14470069,69456.3313,1447.0069,gene
1472,705,0.523930967,0.143820967,69034.0641,1438.20967,gene
1473,705,0.523930967,0.143820967,69034.0641,1438.20967,gene
1474,705,0.523930967,0.143820967,69034.0641,1438.20967,gene
1475,705,0.523930967,0.143820967,69034.0641,1438.20967,gene
1476,704,0.522867084,0.142946625,68614.3801,1429.46625,gene
1477,704,0.522867084,0.142946625,68614.3801,1429.46625,gene
1478,704,0.522867084,0.142946625,68614.3801,1429.46625,gene
1479,704,0.522867084,0.142946625,68614.3801,1429.46625,gene
1480,703,0.521805346,0.142077587,68197.2418,1420.77587,gene
